Unnamed: 0,costOfRevenue,ebit,grossProfit,incomeBeforeTax,incomeTaxExpense,interestExpense,minorityInterest,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,operatingIncome,otherOperatingExpenses,researchDevelopment,sellingGeneralAdministrative,totalOperatingExpenses,totalOtherIncomeExpenseNet,totalRevenue,accountsPayable,capitalSurplus,cash,commonStock,deferredLongTermAssetCharges,deferredLongTermLiab,goodWill,intangibleAssets,inventory,longTermDebt,longTermInvestments,minorityInterest.1,netReceivables,netTangibleAssets,otherAssets,otherCurrentAssets,otherCurrentLiab,otherLiab,otherStockholderEquity,propertyPlantEquipment,retainedEarnings,shortLongTermDebt,shortTermInvestments,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalStockholderEquity,treasuryStock,class,start_price,end_price,percentage_change,binary,sector,dilutedEPS,marketPricePerShare,PE_ratio,ROE,ROCE,grossProfitMargin,netProfitMargin,coverageRatio,currentRatio,quickRatio,debtToEquityRatio,totalAssetTurnover,ROA
POWR.JK,276360806,132744028,189536896,105100888,30348601,27643140,2.18798E+12,74752287,74752287,74752287,127242192,8570574,44406730922,9017177,62294704,-25138782,465897702,24170026,148029076,272479054,282002166,18253067,1.4E+11,1.4E+11,1.4E+11,42692850,541277505,1.4E+11,1.4E+11,58703517,603174134,73320440,2687389,19589714,72576844,3.62425E+11,768954035,259492842,1.4E+11,60335414,1342869561,437380189,56498057,672301154,670568407,-20293920,FALSE,759.9337158,592.9503174,-0.219734162,-1,infrastructures,0.0047,676.9008264,144021.4524,0.111476005,0.103192606,0.406820843,0.160447855,4.802060403,7.741508509,6.929760169,209.5852952,0.346941889,0.055666082
PPRE.JK,1.89E+12,3.19E+11,4.42E+11,1.27E+11,11460783492,1.91E+11,6.69E+11,58569358939,58569358939,1.16E+11,3.93E+11,4583640611,44406730922,7309295829,49106773824,-2.03E+11,2.34E+12,1.5E+12,7.5E+11,2.71E+11,1.02E+12,1.4E+11,1.4E+11,2.47E+11,3908961996,1.12E+11,8.66E+11,51442594664,6.69E+11,3.03E+12,1.92E+12,1.4E+11,5.42E+11,3.39E+11,14722453846,3.62425E+11,2.6E+12,3.19E+11,2.4E+11,1.4E+11,6.9E+12,3.99E+12,3.08E+12,4.05E+12,2.17E+12,9622605011,TRUE,228.8535627,259.0324097,0.131869684,1,infrastructures,6,183.0991736,30.51652893,0.026990488,0.083507853,0.188888889,0.025029641,1.670157068,1.295454545,1.117207792,0.509677419,0.339130435,0.008488313
PSAB.JK,87865698,39545453,159852042,3698717,1752003,35846736,62448982,-6218584,-6218584,1946714,97868693,4023454,44406730922,24588995,61983349,-91112739,247717740,19541193,102481975,7506461,58830001,1.4E+11,1.4E+11,29809430,301711,83564151,239073389,7.16745E+12,62448982,3282967,281293298,13874815,38069032,31262488,92032138,2124832,767259923,163901761,121172231,5341006,960313801,149067922,246309332,586460380,311404439,-13820435,TRUE,262,264,0.007633588,0,basic_materials,-0.0002,220.6487603,-1103243.801,-0.019969478,0.055385442,0.64529913,-0.025103507,1.103181417,0.605206148,0.065488522,1.156841634,0.257954993,-0.006475575
PTBA.JK,1.28E+13,3.32E+12,4.57E+12,3.23E+12,8.24E+11,85743000000,1.76E+11,2.39E+12,2.39E+12,2.41E+12,2.47E+12,46772000000,44406730922,1.06E+12,2.09E+12,7.58E+11,1.73E+13,6.97E+11,2.82E+11,4.34E+12,1.15E+12,5.43E+11,1.4E+11,1.02E+11,1.4E+11,8.05E+11,5993000000,3.95E+12,1.76E+11,1.58E+12,1.67E+13,1.89E+12,1.2E+12,5.31E+11,2.85E+12,3.62425E+11,9.69E+12,1.79E+12,1.07E+11,3.01E+11,2.41E+13,8.36E+12,3.87E+12,7.12E+12,1.68E+13,-1.92E+11,TRUE,1888.7965,2319.498779,0.228030007,1,energy,213,2185.082645,10.25860397,0.142261905,0.164112704,0.26416185,0.138150289,38.72036201,2.160206718,1.60749354,0.006725774,0.717842324,0.099170124
PTPP.JK,1.37E+13,1.18E+12,2.17E+12,2.9E+11,23296787409,8.95E+11,3.38E+12,1.29E+11,1.29E+11,2.66E+11,1.34E+12,1.28E+11,44406730922,2.47E+11,8.33E+11,-2.97E+11,1.58E+13,1.55E+13,4.69E+12,7.51E+12,6.2E+11,4.10022E+11,1.4E+11,2.96E+11,1.76E+12,9.53E+12,1.01E+13,3.25E+12,3.38E+12,1.29E+13,8.57E+12,5.89E+12,3.94E+12,3.39E+12,1.26E+12,8.37E+11,8.36E+12,1.29E+11,3.26E+12,1.4E+11,5.35E+13,3.39E+13,2.8E+13,3.95E+13,1.06E+13,2.17E+12,TRUE,1523.345395,1865,0.224279147,1,infrastructures,21,1040.190083,49.5328611,0.012169811,0.04627451,0.137341772,0.008164557,1.318435754,1.210714286,0.733928571,1.260377358,0.295327103,0.002411215
PWON.JK,2.04E+12,1.35E+12,1.94E+12,1.15E+12,29866411000,1.98E+11,2.96E+12,9.3E+11,9.3E+11,1.12E+12,1.5E+12,15859933000,44406730922,1.71E+11,4.4E+11,-1.11E+11,3.98E+12,3.48E+11,3.62E+11,2.89E+12,1.2E+12,58229219000,1.4E+11,1.4E+11,1.4E+11,4.51E+12,3.55E+12,1.34E+11,2.96E+12,2.38E+11,1.46E+13,1.54E+13,6.3E+11,3.39E+12,9.77E+11,13512486000,2.37E+12,1.3E+13,3.97E+11,2.86385E+12,2.65E+13,8.59E+12,4.34E+12,8.86E+12,1.46E+13,20032472000,FALSE,569.8198231,505.4053955,-0.113043501,-1,properties_realestate,19.31,441.2933884,22.85310142,0.06369863,0.060920578,0.487437186,0.233668342,6.818181818,1.979262673,160.2611603,0.270342466,0.150188679,0.03509434
RAJA.JK,82671895,6700682,16092830,4484253,1960841,2216429,22309013,1389428,1389428,2523412,5663352,1828617,44406730922,2699848,10429478,-1179095,98764725,7429339,23215570,38806124,10964473,1251275,788499,21435629,10013612,316010,19729436,11573885,22309013,17335204,69488332,7736745,5049636,2801371,1538363,5552967,54377197,60391279,11000000,1.4E+11,166644038,61506974,21807586,43397452,100937573,6362202,TRUE,163.1130884,241.8357391,0.482626205,1,energy,0.00033,128.6859504,389957.4255,0.013765221,0.046263782,0.16294107,0.014068059,3.0231882,2.820439365,6422.358776,0.304440013,0.592668818,0.0083377
RALS.JK,1.45E+12,-1.46E+11,1.08E+12,-1.81E+11,-42571000000,35627000000,2.18798E+12,-1.39E+11,-1.39E+11,-1.39E+11,-3.07E+11,2.14E+11,44406730922,3.01E+11,1.38E+12,71629000000,2.53E+12,6.04E+11,1.48E+11,1.55E+12,3.55E+11,1.07E+11,1.4E+11,1.4E+11,5318000000,4.93E+11,1.4E+11,1.4E+11,1.4E+11,45082000000,3.71E+12,2.03E+11,24214000000,73580000000,2.62E+11,3.62425E+11,1.91E+12,3.49E+12,1.4E+11,1.08E+12,5.29E+12,3.2E+12,9.26E+11,1.57E+12,3.72E+12,-3.48E+11,FALSE,942.6062348,740.8088379,-0.214084513,-1,consumer_cylicals,-20.6,698.8760331,-33.92602102,-0.037365591,-0.033455545,0.42687747,-0.054940711,-4.09801555,3.455723542,2.888857451,0.075268817,0.47826087,-0.026275992
SCMA.JK,2.49E+12,1.5E+12,2.61E+12,1.49E+12,3.38E+11,7855745000,6.24E+11,1.15E+12,1.15E+12,1.15E+12,1.46E+12,1.89E+11,44406730922,1.27E+11,1.15E+12,11415845000,5.1E+12,3.52E+11,4.25E+11,6.78E+11,7.39E+11,39190063000,1.4E+11,6.15E+11,6.32E+11,6.71E+11,1.11E+12,1.2E+11,6.24E+11,1.9E+12,2.03E+12,1.74E+11,1.85E+11,4.63E+11,2.05E+11,-9421640000,1.71E+12,4.93E+12,1.98E+11,72998842000,6.77E+12,3.61E+12,1.54E+12,2.87E+12,3.27E+12,-2.84E+12,TRUE,278.5776563,452.4417419,0.624113534,1,consumer_cylicals,16.2,246.0661157,15.1892664,0.351681957,0.286806883,0.511764706,0.225490196,190.9430614,2.344155844,1.721427819,0.4,0.753323486,0.169867061
SIDO.JK,1.5E+12,1.2E+12,1.84E+12,1.2E+12,2.66E+11,415000000,7000000,9.34E+11,9.34E+11,9.34E+11,1.15E+12,3.39133E+11,44406730922,4.75E+11,6.93E+11,47557000000,3.34E+12,2.04E+11,7.07E+11,1.03E+12,1.5E+12,59920000000,1.4E+11,91366000000,40612000000,3.09E+11,1.4E+11,1.4E+11,7000000,6.68E+11,3.09E+12,89382000000,28369000000,1.75E+11,63517000000,3.62425E+11,1.58E+12,7.5E+11,1.4E+11,1.4E+11,3.85E+12,2.05E+12,5.6E+11,6.28E+11,3.22E+12,-58895000000,TRUE,558.4214837,732.9672241,0.312569888,1,healthcare,31.38,666.7796371,21.2485544,0.290062112,0.364741641,0.550898204,0.279640719,2891.566265,3.660714286,3.282142857,0.086956522,0.867532468,0.242597403
SIMP.JK,1.15E+13,1.82E+12,3E+12,1.02E+12,6.77E+11,7.98E+11,3.56E+12,2.34E+11,2.34E+11,3.4E+11,1.79E+12,1.16E+11,44406730922,5.8E+11,1.21E+12,-7.39E+11,1.45E+13,7.85E+11,2.5E+12,2.43E+12,3.16E+12,5.59E+11,40871000000,2.32E+12,1.4E+11,2.67E+12,4.66E+12,1.36E+12,3.56E+12,1.3E+12,1.2E+13,3.51E+12,1.39E+12,8.33E+11,3.4E+12,61733000000,2.04E+13,9.44E+12,4.49E+11,1.4E+11,3.54E+13,7.81E+12,8.83E+12,1.69E+13,1.49E+13,-1.97E+11,FALSE,419.0378089,405.5204773,-0.032258024,0,consumer_noncylicals,15,307.4132231,20.49421487,0.015704698,0.068498306,0.206896552,0.016137931,2.280701754,0.884484711,0.438278596,0.342885906,0.40960452,0.006610169
SMBR.JK,1E+12,2.2E+11,7.2E+11,36467602000,25485929000,1.84E+11,35016000,10984574000,10984574000,10981673000,1.89E+11,36380811000,2070433000,3.23E+11,5.31E+11,-1.79E+11,1.72E+12,2.59E+11,1.27E+12,3.62E+11,9.93E+11,4.10022E+11,1.4E+11,1.4E+11,2.41E+11,2.5E+11,1.17E+12,25000000,35016000,4.59E+11,3.22E+12,1.23E+11,55137834000,3691274000,2.17E+11,3.62425E+11,4.33E+12,1.95E+11,4.26E+11,1.4E+11,5.74E+12,1.13E+12,8.5E+11,2.33E+12,3.41E+12,-59326386000,TRUE,443.4471618,1065,1.401639004,1,basic_materials,1,460.3099174,460.3099174,0.003221283,0.044989775,0.418604651,0.00638638,1.195652174,1.329411765,1.130588235,0.468035191,0.299651568,0.001913689
SMGR.JK,2.36E+13,5.78E+12,1.16E+13,3.49E+12,8.14E+11,2.29E+12,1.48E+12,2.79E+12,2.79E+12,2.67E+12,5.72E+12,3.06E+11,16797000000,2.91E+12,5.9E+12,-2.44E+12,3.52E+13,6.52E+12,1.46E+12,2.93E+12,5.93E+11,5.52E+11,1.4E+11,1.35E+12,2.61E+12,4.55E+12,2.3E+13,88220000000,1.48E+12,6.04E+12,3.02E+13,2.34E+12,6.32E+11,7.11E+11,7.22E+12,82174000000,5.61E+13,3.18E+13,1.1E+12,1.1E+12,7.8E+13,1.56E+13,1.15E+13,4.24E+13,3.42E+13,82174000000,TRUE,11572.54919,11884.92578,0.026992894,0,basic_materials,469.693213,9937.190083,21.15676746,0.081578947,0.086917293,0.329545455,0.079261364,2.524017467,1.356521739,0.875652174,0.704678363,0.451282051,0.035769231
SMRA.JK,2.74E+12,1.26E+12,2.29E+12,2.43E+11,-2620981000,1.02E+12,2.24E+12,1.8E+11,1.8E+11,2.46E+11,1.28E+12,46721251000,44406730922,4.65E+11,1.02E+12,-8.36E+11,5.03E+12,80677205000,22996315000,1.66E+12,1.44E+12,1879412000,1.4E+11,1.4E+11,1.4E+11,9.3E+12,5.48E+12,66007096000,2.24E+12,3.64E+11,6.85E+12,1.26E+13,5.32E+11,3.53E+12,1.99E+12,-1665128000,3.32E+11,5.26E+12,1.3E+12,1.4E+11,2.49E+13,1.19E+13,8.36E+12,1.58E+13,6.85E+12,-1665128000,FALSE,998.8807532,771.4332886,-0.22770232,-1,properties_realestate,12.083333,650.4472296,53.83011704,0.026277372,0.07617896,0.45526839,0.035785288,1.235294118,1.423444976,0.258851675,0.989781022,0.202008032,0.007228916
SMSM.JK,2.2E+12,7.01E+11,1.04E+12,6.84E+11,1.45E+11,16355000000,3.74E+11,4.88E+11,4.88E+11,5.39E+11,6.9E+11,-1020000000,44406730922,1.17E+11,3.47E+11,2345000000,3.23E+12,1.85E+11,49899000000,6.93E+11,1.44E+11,55632000000,1.4E+11,1.4E+11,11069000000,7.21E+11,25986000000,65755000000,3.74E+11,8.26E+11,2.26E+12,1.58E+11,49359000000,1E+11,1.73E+11,31295000000,8.65E+11,2.02E+12,11769000000,1.4E+11,3.38E+12,2.29E+12,3.98E+11,7.27E+11,2.27E+12,31295000000,FALSE,1267.599075,1238.689819,-0.022806309,0,consumer_cylicals,85,1269.028926,14.92975207,0.214977974,0.235077129,0.321981424,0.151083591,42.86151024,5.753768844,4.168341709,0.016632159,0.955621302,0.144378698
SOCI.JK,93842181,54321710,36124399,31192873,3914111,23128837,282949,27260760,27260760,27278762,25927480,379810,44406730922,3265075,10196919,5026742,129966580,5383713,102233949,43899884,65774670,188021,12629917,1.52304E+12,1.93176E+12,22628419,254093340,1.4E+11,282949,26577814,360639940,13086688,14163807,1915187,2385813,3.62425E+11,538638921,184031321,27227373,1.4E+11,659557286,107831677,42008607,298634397,360639940,1.4E+11,TRUE,172,264,0.534883721,1,energy,0.0038,134.1983471,35315.3545,0.075589964,0.087963446,0.277951447,0.209752076,2.34865722,2.566894851,3334.328075,0.780059782,0.197051238,0.041331906
SRIL.JK,1055504269,177211029,227065115,101700548,16375440,75510481,0,85325108,85325108,85325108,172984599,5797110,3944715,27840820,54080516,-69403692,1282569384,36904216,44669942,187640925,167476063,2690248,1.4E+11,1.4E+11,1.4E+11,564113787,725148913,27561,1.4E+11,389243281,672417089,10209940,9817922,22356440,44021810,3.62425E+11,697728490,479531124,31166667,1.4E+11,1851988840,1151048437,398345886,1179571751,672417089,-19260040,TRUE,258.7128774,262,0.012705678,0,consumer_cylicals,0.0042,203.1033058,48357.92995,0.126893128,0.121908223,0.177039245,0.0665267,2.346840156,2.889570289,352.901559,1.124771503,0.692536238,0.04607215
SSIA.JK,2.31E+12,1E+11,6.35E+11,-1E+11,-22958134863,2.01E+11,4.8E+11,-87542037164,-87542037164,-77287251636,1.21E+11,35279502578,44406730922,92369221870,5.14E+11,-1.37E+11,2.95E+12,5.33E+11,2.9E+11,8.51E+11,5.88E+11,21871735082,1.63598E+11,1.4E+11,1.4E+11,4.9E+11,1.15E+12,2.94E+11,4.8E+11,1.45E+12,3.75E+12,3.05E+12,94942995094,4.3E+11,2.9E+11,1.5E+11,1.28E+12,2.81E+12,5.9E+11,1.1E+11,7.63E+12,3E+12,1.86E+12,3.39E+12,3.75E+12,20946070414,FALSE,643.7842567,575,-0.106843645,0,infrastructures,-19.1,468.3801653,-24.52252174,-0.023344543,0.017331023,0.215254237,-0.029675267,0.497512438,1.612903226,1.296236559,0.464,0.386631717,-0.011473399
SSMS.JK,2.21E+12,1.44E+12,1.8E+12,9E+11,3.19E+11,5.38E+11,23242399000,5.77E+11,5.77E+11,5.81E+11,1.17E+12,1.09E+11,44406730922,1.95E+11,6.28E+11,-3.52E+11,4.01E+12,1.25E+11,5.41E+11,1.91E+12,9.53E+11,49140320000,1.4E+11,1.4E+11,9054784000,5.86E+11,6.16E+12,1.88E+12,23242399000,6.43E+11,4.83E+12,2.93E+12,2.77E+11,6.86E+11,3.03E+11,-2.21E+11,4.55E+12,2.45E+12,1.85E+11,2.86385E+12,1.28E+13,3.42E+12,1.44E+12,7.91E+12,4.85E+12,3.55E+11,TRUE,723.5618823,1070.35791,0.479290074,1,consumer_noncylicals,60.54,846.4876033,13.98228615,0.118969072,0.126760563,0.448877805,0.143890274,2.676579926,2.375,160.2611603,1.308247423,0.31328125,0.045078125
TBIG.JK,1.09E+12,3.61E+12,4.23E+12,1.51E+12,4.43E+11,2.1E+12,5.94E+11,1.01E+12,1.01E+12,1.07E+12,3.79E+12,88308000000,44406730922,17389000000,4.42E+11,-2.16E+12,5.33E+12,5.71E+11,-5.21E+11,9.47E+11,4.53E+11,60726000000,1.4E+11,3.81E+11,1.93176E+12,5.17E+11,1.31E+13,1.4E+11,5.94E+11,1.45E+12,8.33E+12,1.56E+12,2.38E+11,1.69E+12,36261000000,3.62425E+11,3.14E+13,2.14E+12,1.08E+13,2.86385E+12,3.65E+13,3.23E+12,1.38E+13,2.72E+13,8.71E+12,6.05E+12,TRUE,1164.269623,1584.755493,0.3611585,1,infrastructures,48.4,1220.061983,25.20789221,0.115958668,0.159030837,0.793621013,0.189493433,1.719047619,0.234057971,160.2611603,2.743972445,0.146027397,0.027671233
TBLA.JK,8.24E+12,1.73E+12,2.62E+12,9.01E+11,2.21E+11,8.27E+11,10809000000,6.78E+11,6.78E+11,6.81E+11,1.85E+12,65669000000,44406730922,3.27E+11,7.75E+11,-8.66E+11,1.09E+13,1.77E+12,4.87E+11,4.8E+11,6.68E+11,1063000000,1.4E+11,1.4E+11,1.4E+11,3.59E+12,7.03E+12,1.4E+11,10809000000,3.02E+12,5.88E+12,2.09E+11,9.21E+11,7.86E+11,1.12E+12,15772000000,1.12E+13,4.36E+12,7.74E+11,1.4E+11,1.94E+13,8.03E+12,5.39E+12,1.35E+13,5.88E+12,3.59E+11,TRUE,831.7721685,802.9571533,-0.034642918,0,consumer_noncylicals,126.555354,701.392562,5.54218008,0.115306122,0.123483226,0.240366972,0.062201835,2.091898428,1.489795918,0.675324675,1.327210884,0.56185567,0.034948454
TINS.JK,1.41E+13,3.38E+11,1.12E+12,-2.7E+11,66646000000,6.07E+11,147000000,-3.41E+11,-3.41E+11,-3.36E+11,1.46E+11,1.34E+11,44406730922,4.54E+11,9.74E+11,-4.38E+11,1.52E+13,8.85E+11,64383000000,7.31E+11,3.72E+11,3.46E+11,1.4E+11,1.4E+11,1.4E+11,2.94E+12,2.45E+12,2.88E+11,147000000,1.24E+12,4.94E+12,3.81E+12,1.58E+12,2.3E+11,1.25E+12,3.62425E+11,3.86E+12,-9.42E+11,1.70044E+12,109000000,1.45E+13,6.56E+12,5.87E+12,9.58E+12,4.94E+12,-1.07E+11,TRUE,799.5543823,1439.197998,0.800000137,1,basic_materials,-46,740.9793388,-16.1082465,-0.06902834,0.039165701,0.073684211,-0.022434211,0.556836903,1.117546848,0.335793697,3.081359979,1.048275862,-0.023517241
TKIM.JK,746850000,203965000,119603000,152979000,4645000,50986000,2.18798E+12,148334000,148334000,148334000,42219000,518000,44406730922,51520000,77384000,112786000,866453000,129858000,29215000,161734000,684810000,1178000,1.4E+11,1.4E+11,1.4E+11,261810000,868714000,1171508000,1.4E+11,69471000,1474752000,133785000,39046000,29310000,80991000,-1986000,849808000,795640000,72388000,274066000,3073164000,837038000,605512000,1560687000,1512477000,-8288000,FALSE,10237.47304,9779.262695,-0.044758149,0,basic_materials,0.0476,6796.549587,142784.6552,0.098073557,0.082655496,0.138037493,0.171196822,4.000411878,1.382364016,0.834452496,0.62222566,0.281941673,0.048267518
TLKM.JK,4E+13,4.37E+13,9.65E+13,3.91E+13,9.26E+12,4.6E+12,1.81E+13,2.11E+13,2.11E+13,2.99E+13,4.31E+13,2.34E+12,44406730922,2.21E+13,5.34E+13,-4.69E+12,1.36E+14,1.7E+13,1.98E+12,2.06E+13,4.95E+12,3.74E+12,1.75E+12,1.3E+12,6.78E+12,9.83E+11,3.06E+13,4.24E+12,1.84E+13,1.34E+13,8.89E+13,8.63E+12,5.27E+12,2.49E+13,1.62E+13,3.62425E+11,1.73E+14,9.52E+13,9.35E+12,1.23E+12,2.46E+14,4.65E+13,6.91E+13,1.25E+14,1.02E+14,3.74E+11,FALSE,3469.418918,3039.920654,-0.123795446,-1,infrastructures,212.51,3197.190083,15.0448924,0.206862745,0.247032222,0.709558824,0.155147059,9.5,0.672937771,0.50984081,0.391666667,0.552845528,0.085772358
TOWR.JK,2.06E+12,4.3E+12,5.39E+12,3.19E+12,3.4E+11,1.11E+12,30008000000,2.84E+12,2.84E+12,2.85E+12,4.77E+12,-9794000000,44406730922,2.06E+11,6.15E+11,-1.36E+12,7.45E+12,5.35E+11,20576000000,1.44E+12,5.1E+11,1701000000,7.38E+11,3.6E+11,9.84E+11,1.4E+11,1.42E+13,4.76E+11,30008000000,1.28E+12,8.81E+12,1.4E+12,2.02E+11,1.85E+12,9.51E+11,3.62425E+11,2.82E+13,1.04E+13,4.11E+12,1.4E+11,3.42E+13,3E+12,7.23E+12,2.41E+13,1.02E+13,-7.42E+11,TRUE,737.7780151,915.4576416,0.240830742,1,infrastructures,57,944.4834711,16.56988546,0.278431373,0.159436411,0.723489933,0.381208054,3.873873874,0.414937759,0.395573997,1.795098039,0.217836257,0.083040936
TPIA.JK,1641322000,85253000,165122000,28839000,-22703000,56414000,4358000,51352000,51352000,51542000,79399000,2059000,44406730922,61090000,85723000,-58885000,1806444000,717444000,459075000,918917000,380947000,1.4E+11,1.4E+11,1.4E+11,1.4E+11,271334000,740143000,7.16745E+12,4358000,132824000,1807070000,22778000,85033000,40778000,171176000,3.62425E+11,2075933000,946449000,95274000,87323000,3593747000,1502145000,863813000,1782319000,1807070000,-2813000,FALSE,2588.819998,2248.185547,-0.13157904,-1,basic_materials,0.00065,1956.456612,3009933.249,0.028417272,0.03122896,0.091407207,0.02842712,1.511202893,1.738970124,1.318646513,0.462304725,0.502663098,0.014289264
UNTR.JK,4.74E+13,7.73E+12,1.3E+13,7.01E+12,1.38E+12,7.19E+11,2.86E+12,6E+12,6E+12,5.63E+12,8.29E+12,1.5E+11,44406730922,4.7E+12,4.7E+12,-5.67E+11,6.03E+13,1.03E+13,9.7E+12,2.05E+13,9.33E+11,1.82E+12,1.27E+12,2.5E+12,1.4E+11,8E+12,7.81E+12,2E+12,2.86E+12,1.21E+13,5.78E+13,7.2E+12,2.13E+12,2.24E+12,7.27E+12,-3.89E+11,4.2E+13,4.93E+13,2.52E+12,2.86385E+12,9.98E+13,4.42E+13,2.09E+13,3.67E+13,6.03E+13,1.57E+11,TRUE,18798.59685,24315.50977,0.293474718,1,industrials,1609,19957.95455,12.40394938,0.099502488,0.097972117,0.215588723,0.099502488,10.75104312,2.114832536,160.2611603,0.171310116,0.604208417,0.06012024
UNVR.JK,2.05E+13,9.46E+12,2.25E+13,9.21E+12,2.04E+12,2.49E+11,2.18798E+12,7.16E+12,7.16E+12,7.16E+12,9.47E+12,3.39133E+11,44406730922,1.12E+13,1.3E+13,-2.52E+11,4.3E+13,4.28E+12,96000000000,8.44E+11,76300000000,1.4E+11,1.4E+11,61925000000,4.08E+11,2.46E+12,1.4E+11,1.4E+11,1.4E+11,5.34E+12,4.47E+12,49066000000,1.6E+11,1.43E+12,1.39E+12,3.62425E+11,1.12E+13,4.75E+12,1.4E+11,1.4E+11,2.05E+13,8.83E+12,1.34E+13,1.56E+13,4.94E+12,1.4E+11,FALSE,7779.408694,6893.196777,-0.113917645,-1,consumer_noncylicals,188,7815.18595,41.57013803,1.449392713,1.332394366,0.523255814,0.166511628,37.99196787,0.658955224,0.471940299,0.056680162,2.097560976,0.349268293
WEGE.JK,2.6E+12,1.89E+11,2.12E+11,1.56E+11,-95214931,32495826644,32970836646,1.53E+11,1.53E+11,1.56E+11,1.49E+11,84955702800,44406730922,8767188659,63292821051,94449428653,2.81E+12,2.12E+12,5.23E+11,1.51E+12,9.57E+11,298027329,1.4E+11,1.4E+11,1.4E+11,4.89E+11,1.06E+11,5.93E+11,32970836646,2.42E+12,2.16E+12,5.96E+11,2.11E+11,1.38E+11,6.17E+11,3.62425E+11,4.59E+11,5.74E+11,2812200000,2.86385E+12,6.08E+12,4.7E+12,3.16E+12,3.89E+12,2.16E+12,6942102390,FALSE,275.7674254,245.7313995,-0.108917961,0,infrastructures,16.01,206.7024793,12.91083568,0.070833333,0.064726027,0.07544484,0.054448399,5.81613147,1.487341772,160.2611603,0.050376019,0.462171053,0.025164474
WIIM.JK,1.37E+12,2.19E+11,6.25E+11,2.15E+11,42707905600,4078421400,1509155631,1.72E+11,1.72E+11,1.73E+11,2.08E+11,20243433602,2521876021,1.92E+11,4.17E+11,8377981830,1.99E+12,2.42E+11,3.04E+11,4.3E+11,2.1E+11,8184923977,1.4E+11,1.4E+11,531320457,6.69E+11,8643920136,1.4E+11,1509155631,1E+11,1.18E+12,26287165524,80930886041,93429839380,58516766426,3.62425E+11,2.99E+11,6.61E+11,3241470049,2.86385E+12,1.61E+12,1.29E+12,3.52E+11,4.29E+11,1.18E+12,1.04595E+12,TRUE,154.1712931,497.6524353,2.22791893,1,consumer_noncylicals,82.03,262.5785124,3.201005881,0.145762712,0.174085851,0.314070352,0.086432161,53.69724668,3.664772727,160.2611603,0.010072365,1.236024845,0.106832298
WIKA.JK,1.5E+13,1.53E+12,1.52E+12,3.1E+11,-12066825000,1.22E+12,2.98E+12,1.86E+11,1.86E+11,3.22E+11,6.4E+11,3.39133E+11,35638316000,2.46E+11,8.85E+11,-1.75E+11,1.65E+13,1.42E+13,6.56E+12,1.5E+13,8.97E+11,63688614000,86310210000,4847052000,3.88E+12,9.81E+12,5.15E+12,7.11E+12,2.98E+12,1.93E+13,8.11E+12,3.78E+12,3.28E+12,2.56E+12,2.02E+12,1.84E+12,3.67E+12,12815947000,5.61E+12,1.4E+11,6.81E+13,4.8E+13,4.42E+13,5.15E+13,1.37E+13,1.84E+12,TRUE,1914.044593,1985,0.037070927,0,infrastructures,20.71,1383.161157,66.78711526,0.013576642,0.064016736,0.092121212,0.011272727,1.254098361,1.085972851,0.77918552,0.78540146,0.242290749,0.002731278
WOOD.JK,1.97E+12,6.54E+11,9.97E+11,4.12E+11,97959313106,2.42E+11,10360695649,3.14E+11,3.14E+11,3.14E+11,6.42E+11,11679638941,3752826550,2.3E+11,3.55E+11,-2.3E+11,2.97E+12,2.09E+11,2.24E+11,42104786227,6.31E+11,26282961890,4490490002,1.4E+11,1.4E+11,2.54E+12,2.43E+11,25300252081,10360695649,7.2E+11,3.02E+12,90809690345,84305196665,1.22E+11,94944881429,1.48E+11,2.47E+12,1.12E+12,1.65E+11,1.4E+11,5.95E+12,3.39E+12,2.55E+12,2.92E+12,3.02E+12,1.04E+12,FALSE,679.9466248,551.8407593,-0.188405767,-1,consumer_cylicals,49.79,427.322314,8.58249275,0.10397351,0.192352941,0.335690236,0.105723906,2.702479339,1.329411765,0.353766583,0.135099338,0.499159664,0.052773109
WSBP.JK,5.56E+12,-4.56E+12,-3.35E+12,-5.09E+12,-3.31E+11,5.3E+11,2.18798E+12,-4.76E+12,-4.76E+12,-4.76E+12,-3.55E+12,3.39133E+11,44406730922,82682429468,2.08E+11,-1.3E+12,2.21E+12,3.39E+12,3.94E+12,2.44E+11,2.64E+12,4.97E+11,77749180851,1.4E+11,4804259166,1.08E+12,1.99E+12,7.16745E+12,1.4E+11,3.32E+12,1.15E+12,5.75E+11,3.31E+11,1.18E+11,10438616048,2.39E+11,5.01E+12,-5.16E+12,1.70044E+12,1.4E+11,1.06E+13,4.97E+12,7.36E+12,9.4E+12,1.16E+12,-5.37E+11,FALSE,287.5599976,274,-0.047155368,0,basic_materials,-174.88,191.7644628,-1.096548849,-4.103448276,-1.407407407,-1.515837104,-2.153846154,-8.603773585,0.675271739,0.50326087,3.081359979,0.208490566,-0.449056604
